-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS10M_MIN              MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_PAR_TOT,T2M,T2MDEW,PRECTOTCORR,GWETTOP,GWETROOT,RH2M,QV2M,WS10M_MIN,WS10M,WD2M
22.75,87.75,2010,1,75.45,14.34,9.98,0.0,0.65,0.63,76.78,7.59,2.04,3.28,265.77
22.75,88.25,2010,1,78.6,14.78,10.07,0.0,0.61,0.6,75.64,7.62,2.07,3.36,299.35
22.75,88.75,2010,1,78.6,15.51,9.74,0.0,0.56,0.59,72.19,7.45,2.16,3.33,312.75
22.75,89.25,2010,1,76.3,15.71,9.8,0.0,0.56,0.59,71.66,7.47,2.27,3.17,332.05
22.75,89.75,2010,1,76.3,15.58,10.18,0.0,0.55,0.58,73.42,7.64,2.52,3.34,344.96
22.75,90.25,2010,1,74.81,15.68,11.08,0.0,0.57,0.58,76.5,8.12,2.91,3.78,341.96
22.75,90.75,2010,1,74.81,16.1,12.31,0.0,0.6,0.6,79.83,8.82,3.35,4.32,322.82
22.75,91.25,2010,1,80.88,16.49,13.28,0.0,0.63,0.63,82.28,9.43,3.67,4.59,296.62
22.75,91.75,2010,1,80.88,16.02,12.79,0.0,0.65,0.63,82.81,9.19,2.24,2.89,218.95
22.75,92.25,2010,1,82.51,15.76,11.5,0.0,0.6,0.57,78.51,8.61,1.39,1.98,177.84
22.75,92.75,2010,1,82.51,14.51,8.46,0.0,0.53,0.53,71.59,7.42,0.87,1.51,152.12
23.25,87.75,2010,1,68.89,14.14,9.41,0.0,0.63,0.6,75.58,7.32,2.08,3.13,268.22
23.25,88.25,2010,1,64.61,14.41,9.7,0.0,0.59,0.57,75.71,7.43,1.93,3.16,284.94
23.25,88.75,2010,1,64.61,15.01,9.61,0.0,0.54,0.57,73.28,7.39,1.88,3.2,314.69
23.25,89.25,2010,1,67.62,15.2,9.89,0.0,0.53,0.57,73.66,7.51,2.24,3.21,340.66
23.25,89.75,2010,1,67.62,15.31,10.26,0.0,0.52,0.56,74.61,7.68,2.52,3.36,347.18
23.25,90.25,2010,1,73.61,15.45,10.83,0.0,0.54,0.56,76.3,7.99,2.72,3.63,347.15
23.25,90.75,2010,1,73.61,15.46,11.51,0.0,0.59,0.59,79.12,8.38,2.71,3.73,338.48
23.25,91.25,2010,1,77.91,14.92,12.05,0.0,0.67,0.64,83.75,8.7,2.29,3.14,304.03
23.25,91.75,2010,1,77.91,15.06,11.95,0.0,0.66,0.62,83.42,8.72,1.12,1.74,194.06
23.25,92.25,2010,1,76.89,14.86,11.02,0.0,0.61,0.57,80.49,8.4,0.89,1.45,153.42
23.25,92.75,2010,1,76.89,13.88,8.36,0.0,0.54,0.53,74.11,7.4,0.68,1.35,143.99
23.75,87.75,2010,1,68.89,14.04,8.57,0.0,0.61,0.59,72.72,6.92,2.06,3.11,282.61
23.75,88.25,2010,1,64.61,14.24,9.2,0.0,0.57,0.56,74.56,7.18,1.99,3.08,277.81
23.75,88.75,2010,1,64.61,14.6,9.48,0.0,0.54,0.56,74.19,7.32,1.78,3.09,324.16
23.75,89.25,2010,1,67.62,14.91,9.96,0.0,0.53,0.56,74.79,7.54,2.12,3.11,337.56
23.75,89.75,2010,1,67.62,15.11,10.3,0.0,0.52,0.55,75.41,7.71,2.38,3.26,341.45
23.75,90.25,2010,1,73.61,15.3,10.58,0.0,0.52,0.55,75.84,7.87,2.47,3.44,341.92
23.75,90.75,2010,1,73.61,15.41,10.96,0.0,0.55,0.56,77.03,8.09,2.31,3.39,333.62
23.75,91.25,2010,1,77.91,15.19,11.69,0.0,0.6,0.59,81.0,8.48,1.86,2.71,299.72
23.75,91.75,2010,1,77.91,15.34,11.73,0.0,0.59,0.57,81.0,8.61,0.73,1.43,179.62
23.75,92.25,2010,1,76.89,14.79,10.93,0.0,0.58,0.56,79.93,8.34,0.53,1.21,128.22
23.75,92.75,2010,1,76.89,13.81,8.85,0.0,0.55,0.55,75.97,7.56,0.44,1.18,131.07
24.25,87.75,2010,1,68.59,13.85,7.81,0.0,0.58,0.57,70.1,6.59,1.94,3.05,297.27
24.25,88.25,2010,1,60.15,14.08,8.87,0.0,0.57,0.55,73.62,7.03,1.91,2.97,284.99
24.25,88.75,2010,1,60.15,14.15,9.41,0.0,0.56,0.57,75.5,7.29,1.84,2.92,332.06
24.25,89.25,2010,1,48.05,14.52,9.98,0.0,0.55,0.56,76.22,7.56,1.99,2.96,334.21
24.25,89.75,2010,1,48.05,14.78,10.27,0.0,0.54,0.55,76.5,7.7,2.19,3.09,336.49
24.25,90.25,2010,1,68.14,15.1,10.47,0.0,0.53,0.54,76.19,7.81,2.19,3.15,332.79
24.25,90.75,2010,1,68.14,15.51,10.8,0.0,0.52,0.54,76.07,8.0,1.82,2.92,304.79
24.25,91.25,2010,1,73.51,15.81,11.56,0.0,0.54,0.55,77.84,8.39,1.0,2.07,221.97
24.25,91.75,2010,1,73.51,15.87,11.85,0.0,0.56,0.57,78.52,8.61,0.51,1.33,163.24
24.25,92.25,2010,1,73.49,15.57,11.31,0.01,0.59,0.58,77.49,8.43,0.52,1.24,115.45
24.25,92.75,2010,1,73.49,14.76,9.88,0.02,0.57,0.57,75.31,7.88,0.54,1.21,127.18
24.75,87.75,2010,1,68.59,13.74,7.35,0.0,0.56,0.54,68.34,6.4,1.77,2.92,309.28
24.75,88.25,2010,1,60.15,13.88,8.62,0.0,0.59,0.55,73.0,6.9,1.72,2.82,305.01
24.75,88.75,2010,1,60.15,13.73,9.18,0.0,0.59,0.59,76.25,7.17,1.82,2.72,323.56
24.75,89.25,2010,1,48.05,14.19,9.83,0.0,0.58,0.57,76.95,7.49,1.76,2.69,327.24
24.75,89.75,2010,1,48.05,14.63,10.19,0.0,0.55,0.55,76.77,7.66,1.91,2.75,320.47
24.75,90.25,2010,1,68.14,15.1,10.44,0.01,0.54,0.54,76.31,7.81,1.89,2.75,288.39
24.75,90.75,2010,1,68.14,15.61,10.82,0.01,0.55,0.56,75.99,8.03,1.47,2.53,229.65
24.75,91.25,2010,1,73.51,16.16,11.56,0.0,0.61,0.6,76.09,8.42,0.55,1.92,156.38
24.75,91.75,2010,1,73.51,16.29,11.86,0.02,0.66,0.64,76.44,8.62,0.55,1.7,134.25
24.75,92.25,2010,1,73.49,15.71,11.46,0.05,0.69,0.67,77.54,8.48,0.85,1.74,87.96
24.75,92.75,2010,1,73.49,14.71,10.39,0.07,0.65,0.65,77.74,8.07,0.94,1.58,93.48
25.25,87.75,2010,1,60.39,13.51,7.27,0.0,0.54,0.53,68.84,6.35,1.51,2.7,301.65
25.25,88.25,2010,1,56.36,13.49,8.32,0.0,0.58,0.56,73.28,6.77,1.33,2.55,304.16
25.25,88.75,2010,1,56.36,13.52,8.82,0.0,0.59,0.58,75.66,6.99,1.6,2.44,307.69
25.25,89.25,2010,1,43.98,14.17,9.56,0.0,0.57,0.56,75.96,7.35,1.33,2.22,299.89
25.25,89.75,2010,1,43.98,14.38,9.96,0.01,0.56,0.56,77.1,7.57,1.5,2.19,248.7
25.25,90.25,2010,1,66.72,14.36,10.09,0.03,0.59,0.59,78.25,7.71,1.58,2.18,198.56
25.25,90.75,2010,1,66.72,14.08,9.96,0.03,0.65,0.65,79.11,7.79,1.47,2.23,156.58
25.25,91.25,2010,1,65.23,13.24,9.5,0.01,0.75,0.71,79.94,7.81,1.46,2.63,92.53
25.25,91.75,2010,1,65.23,13.09,9.34,0.02,0.77,0.74,79.69,7.84,1.24,2.27,69.56
25.25,92.25,2010,1,61.16,13.08,9.71,0.05,0.76,0.75,81.91,7.97,1.23,2.11,86.63
25.25,92.75,2010,1,61.16,13.09,9.73,0.08,0.71,0.71,82.29,7.91,0.98,1.7,112.73
25.75,87.75,2010,1,60.39,13.32,7.17,0.0,0.51,0.52,69.29,6.28,1.48,2.39,285.56
25.75,88.25,2010,1,56.36,13.4,7.82,0.0,0.54,0.54,71.51,6.56,1.02,2.07,280.4
25.75,88.75,2010,1,56.36,13.71,8.43,0.0,0.54,0.54,73.06,6.81,0.9,1.74,275.38
25.75,89.25,2010,1,43.98,14.22,9.36,0.01,0.52,0.53,74.96,7.27,0.64,1.56,225.82
25.75,89.75,2010,1,43.98,14.11,10.08,0.03,0.57,0.57,78.94,7.68,0.76,1.67,160.13
25.75,90.25,2010,1,66.72,13.69,10.38,0.07,0.66,0.65,82.43,7.91,0.97,1.76,126.08
25.75,90.75,2010,1,66.72,12.99,10.16,0.09,0.73,0.72,84.39,7.93,1.18,1.89,118.34
25.75,91.25,2010,1,65.23,11.8,9.43,0.02,0.76,0.73,85.31,7.81,1.51,2.45,78.44
25.75,91.75,2010,1,65.23,11.43,8.79,0.01,0.79,0.77,84.61,7.64,1.1,1.95,92.54
25.75,92.25,2010,1,61.16,12.14,9.27,0.01,0.76,0.75,84.21,7.8,0.89,1.6,171.16
25.75,92.75,2010,1,61.16,13.29,9.75,0.03,0.69,0.69,81.29,7.89,0.52,1.21,196.56
26.25,87.75,2010,1,49.54,13.47,6.0,0.0,0.47,0.5,64.06,5.89,1.26,1.94,276.83
26.25,88.25,2010,1,52.02,13.71,6.5,0.0,0.49,0.51,64.6,6.08,0.64,1.59,252.21
26.25,88.75,2010,1,52.02,14.09,7.59,0.0,0.48,0.5,67.5,6.47,0.45,1.43,208.94
26.25,89.25,2010,1,57.01,14.05,8.52,0.02,0.51,0.52,71.92,6.96,0.36,1.33,153.86
26.25,89.75,2010,1,57.01,13.67,9.68,0.05,0.6,0.59,78.99,7.54,0.26,1.51,110.41
26.25,90.25,2010,1,64.36,13.43,10.64,0.08,0.69,0.66,84.29,8.01,0.43,1.68,96.8
26.25,90.75,2010,1,64.36,13.48,11.21,0.08,0.72,0.69,86.14,8.3,0.77,1.77,108.99
26.25,91.25,2010,1,64.95,13.6,11.42,0.01,0.68,0.65,85.59,8.42,0.71,1.94,120.69
26.25,91.75,2010,1,64.95,13.81,10.86,0.0,0.71,0.69,83.24,8.23,0.39,1.6,161.04
26.25,92.25,2010,1,61.98,14.37,10.68,0.0,0.67,0.67,80.29,8.16,0.26,1.17,205.49
26.25,92.75,2010,1,61.98,14.9,10.52,0.0,0.61,0.63,77.16,8.06,0.25,0.93,185.33
20.75,87.75,2010,2,73.79,21.42,13.92,0.0,1.0,-999.0,62.31,9.79,6.09,6.89,33.54
20.75,88.25,2010,2,76.03,21.47,14.17,0.0,1.0,-999.0,63.15,9.96,5.84,6.78,78.74
20.75,88.75,2010,2,76.03,21.54,14.47,0.0,1.0,-999.0,64.12,10.13,5.32,6.59,129.22
20.75,89.25,2010,2,74.26,21.76,14.82,0.0,1.0,-999.0,64.75,10.38,4.71,6.27,151.79
20.75,89.75,2010,2,74.26,21.94,15.29,0.0,1.0,-999.0,65.99,10.71,4.79,6.4,157.53
20.75,90.25,2010,2,75.07,22.0,15.73,0.0,1.0,-999.0,67.59,11.03,5.3,6.75,154.47
20.75,90.75,2010,2,75.07,21.99,16.18,0.0,1.0,-999.0,69.54,11.35,5.95,7.15,181.71
20.75,91.25,2010,2,83.48,22.07,16.82,0.0,1.0,-999.0,72.06,11.81,6.48,7.47,309.41
20.75,91.75,2010,2,83.48,22.32,17.14,0.0,0.77,-999.0,72.49,12.08,5.44,6.69,300.76
20.75,92.25,2010,2,87.11,20.84,15.41,0.0,0.6,0.56,72.58,10.96,2.91,4.28,286.56
20.75,92.75,2010,2,87.11,19.62,12.18,0.0,0.5,0.54,66.41,9.1,0.97,2.26,231.61
21.25,87.75,2010,2,69.3,19.64,12.56,0.0,0.9,-999.0,64.21,8.98,5.59,6.26,77.39
21.25,88.25,2010,2,73.31,20.18,12.83,0.0,0.89,-999.0,62.96,9.14,5.52,6.26,145.19
21.25,88.75,2010,2,73.31,20.33,13.16,0.0,0.88,-999.0,63.81,9.31,4.95,6.09,178.22
21.25,89.25,2010,2,73.02,20.84,13.64,0.0,0.87,-999.0,63.71,9.63,4.22,5.72,195.24
21.25,89.75,2010,2,73.02,21.19,14.31,0.0,0.87,-999.0,65.04,10.07,4.24,5.89,213.26
21.25,90.25,2010,2,72.55,21.34,14.99,0.0,0.91,-999.0,67.25,10.52,4.82,6.31,213.61
21.25,90.75,2010,2,72.55,21.37,15.64,0.0,0.98,-999.0,69.82,10.96,5.65,6.82,227.68
21.25,91.25,2010,2,79.34,21.55,16.36,0.0,1.0,-999.0,72.22,11.47,6.36,7.38,336.88
21.25,91.75,2010,2,79.34,21.18,16.39,0.0,0.67,-999.0,74.24,11.52,4.76,5.96,272.18
21.25,92.25,2010,2,83.17,18.88,14.08,0.0,0.56,0.56,75.71,10.14,2.0,2.94,219.34
21.25,92.75,2010,2,83.17,17.57,10.59,0.0,0.52,0.53,68.44,8.31,0.33,1.15,157.81
21.75,87.75,2010,2,69.3,16.48,10.36,0.0,0.72,0.66,69.16,7.79,4.38,4.97,166.01
21.75,88.25,2010,2,73.31,17.58,10.67,0.0,0.71,0.67,65.53,7.95,4.56,5.07,236.06
21.75,88.75,2010,2,73.31,17.96,10.99,0.0,0.69,0.66,65.62,8.12,4.11,4.83,205.19
21.75,89.25,2010,2,73.02,18.75,11.61,0.0,0.67,0.66,64.88,8.46,3.26,4.23,234.26
21.75,89.75,2010,2,73.02,19.09,12.46,0.0,0.68,0.67,66.99,8.97,3.22,4.45,272.17
21.75,90.25,2010,2,72.55,19.36,13.62,0.0,0.73,0.68,70.81,9.67,3.82,5.12,290.16
21.75,90.75,2010,2,72.55,19.84,14.92,0.0,0.8,-999.0,74.17,10.48,4.78,5.95,298.71
21.75,91.25,2010,2,79.34,20.7,15.88,0.0,0.8,-999.0,73.97,11.14,5.66,6.77,347.53
21.75,91.75,2010,2,79.34,19.49,15.65,0.0,0.7,-999.0,79.07,10.99,3.95,4.94,233.88
21.75,92.25,2010,2,83.17,17.48,13.23,0.0,0.62,0.59,78.38,9.66,1.5,2.4,164.14
21.75,92.75,2010,2,83.17,16.23,9.62,0.0,0.54,0.54,69.79,7.92,0.15,1.13,115.77
22.25,87.75,2010,2,71.2,13.89,8.63,0.0,0.66,0.65,73.14,6.91,3.18,3.78,256.04
22.25,88.25,2010,2,72.77,14.9,8.9,0.0,0.63,0.64,70.28,7.04,3.4,3.86,309.46
22.25,88.75,2010,2,72.77,15.7,9.08,0.0,0.6,0.62,68.25,7.11,3.13,3.64,262.28
22.25,89.25,2010,2,70.7,16.47,9.7,0.0,0.6,0.63,67.78,7.43,2.53,3.07,302.13
22.25,89.75,2010,2,70.7,16.65,10.71,0.0,0.6,0.62,71.16,7.97,2.5,3.26,332.18
22.25,90.25,2010,2,64.86,16.98,12.21,0.0,0.61,0.62,75.96,8.82,2.9,3.9,346.78
22.25,90.75,2010,2,64.86,17.83,13.92,0.0,0.62,0.62,79.33,9.84,3.67,4.77,347.73
22.25,91.25,2010,2,71.82,19.23,15.14,0.0,0.59,0.6,78.03,10.62,4.79,5.69,344.28
22.25,91.75,2010,2,71.82,17.89,14.35,0.0,0.64,0.62,81.13,10.13,3.04,3.85,232.56
22.25,92.25,2010,2,81.65,17.03,12.08,0.0,0.61,0.58,75.81,8.97,1.09,2.1,180.04
22.25,92.75,2010,2,81.65,15.95,8.56,0.0,0.54,0.54,66.58,7.43,0.09,1.32,142.74
22.75,87.75,2010,2,71.2,12.97,7.97,0.0,0.65,0.62,73.91,6.62,2.63,3.29,285.58
22.75,88.25,2010,2,72.77,13.59,8.3,0.0,0.61,0.6,73.28,6.75,2.8,3.37,332.3
22.75,88.75,2010,2,72.77,14.65,8.4,0.0,0.56,0.58,70.0,6.77,2.73,3.34,326.5
22.75,89.25,2010,2,70.7,15.28,9.17,0.0,0.56,0.59,70.9,7.17,2.59,3.17,341.58
22.75,89.75,2010,2,70.7,15.6,10.3,0.0,0.55,0.58,74.11,7.74,2.53,3.24,342.66
22.75,90.25,2010,2,64.86,16.02,11.68,0.0,0.57,0.58,77.74,8.5,2.58,3.49,342.35
22.75,90.75,2010,2,64.86,16.57,12.97,0.0,0.6,0.6,80.53,9.25,2.83,3.81,335.95
22.75,91.25,2010,2,71.82,16.94,13.6,0.0,0.63,0.63,81.75,9.64,3.46,4.07,301.5
22.75,91.75,2010,2,71.82,16.36,12.68,0.0,0.65,0.63,80.8,9.13,1.87,2.57,212.78
22.75,92.25,2010,2,81.65,16.58,10.9,0.0,0.59,0.57,72.93,8.31,0.66,1.75,182.06
22.75,92.75,2010,2,81.65,15.88,7.68,0.0,0.52,0.53,63.39,7.03,0.13,1.46,156.5
23.25,87.75,2010,2,69.5,12.9,7.6,0.0,0.63,0.6,72.46,6.49,2.51,3.18,291.44
23.25,88.25,2010,2,69.25,13.33,8.08,0.0,0.58,0.57,73.22,6.68,2.65,3.28,341.49
23.25,88.75,2010,2,69.25,14.31,8.33,0.0,0.53,0.57,70.84,6.77,2.8,3.38,346.34
23.25,89.25,2010,2,68.66,14.95,9.37,0.0,0.53,0.57,72.84,7.26,2.8,3.43,343.94
23.25,89.75,2010,2,68.66,15.51,10.46,0.0,0.52,0.55,74.92,7.81,2.67,3.4,340.85
23.25,90.25,2010,2,59.34,15.98,11.46,0.0,0.54,0.56,76.88,8.34,2.47,3.33,340.31
23.25,90.75,2010,2,59.34,16.12,12.17,0.0,0.59,0.59,78.96,8.76,2.27,3.17,320.64
23.25,91.25,2010,2,74.38,15.56,12.33,0.0,0.67,0.64,81.78,8.88,2.14,2.78,235.22
23.25,91.75,2010,2,74.38,15.44,11.75,0.0,0.66,0.62,80.78,8.61,1.04,1.7,163.07
23.25,92.25,2010,2,77.91,15.48,10.38,0.0,0.6,0.57,75.21,8.09,0.43,1.44,146.93
23.25,92.75,2010,2,77.91,15.03,7.46,0.0,0.53,0.53,65.74,6.98,0.19,1.45,135.79
23.75,87.75,2010,2,69.5,12.95,7.07,0.0,0.61,0.58,69.84,6.27,2.44,3.15,311.38
23.75,88.25,2010,2,69.25,13.3,7.85,0.0,0.56,0.56,72.11,6.59,2.58,3.26,339.74
23.75,88.75,2010,2,69.25,14.05,8.4,0.0,0.53,0.56,71.81,6.81,2.78,3.41,344.47
23.75,89.25,2010,2,68.66,14.81,9.67,0.0,0.52,0.56,74.34,7.42,2.78,3.54,342.24
23.75,89.75,2010,2,68.66,15.43,10.63,0.0,0.51,0.55,75.78,7.9,2.56,3.42,338.71
23.75,90.25,2010,2,59.34,15.93,11.18,0.0,0.52,0.54,75.96,8.18,2.0,3.05,321.03
23.75,90.75,2010,2,59.34,16.19,11.45,0.0,0.54,0.55,75.94,8.33,1.39,2.6,272.15
23.75,91.25,2010,2,74.38,15.94,11.76,0.0,0.6,0.59,77.97,8.54,1.45,2.33,170.75
23.75,91.75,2010,2,74.38,15.7,11.34,0.0,0.59,0.57,77.92,8.37,0.81,1.52,136.32
23.75,92.25,2010,2,77.91,15.28,10.33,0.0,0.58,0.56,75.64,8.04,0.49,1.34,136.16
23.75,92.75,2010,2,77.91,14.83,7.95,0.0,0.54,0.54,68.54,7.15,0.32,1.37,124.93
24.25,87.75,2010,2,60.66,12.91,6.5,0.0,0.58,0.57,67.41,6.04,2.3,3.05,327.82
24.25,88.25,2010,2,68.02,13.24,7.75,0.0,0.56,0.55,71.53,6.53,2.41,3.19,334.41
24.25,88.75,2010,2,68.02,13.69,8.55,0.0,0.55,0.56,73.53,6.9,2.6,3.38,336.16
24.25,89.25,2010,2,62.91,14.57,10.01,0.0,0.55,0.56,76.58,7.6,2.62,3.59,341.33
24.25,89.75,2010,2,62.91,15.17,10.78,0.0,0.53,0.55,77.36,7.98,2.25,3.3,331.32
24.25,90.25,2010,2,57.58,15.72,11.01,0.0,0.52,0.54,76.15,8.09,1.41,2.66,290.23
24.25,90.75,2010,2,57.58,16.23,11.03,0.0,0.52,0.54,74.34,8.11,0.65,2.08,216.98
24.25,91.25,2010,2,75.91,16.44,11.35,0.0,0.54,0.55,74.44,8.3,1.09,2.2,125.25
24.25,91.75,2010,2,75.91,16.06,11.16,0.0,0.56,0.56,75.36,8.23,0.77,1.73,130.05
24.25,92.25,2010,2,76.9,15.71,10.62,0.0,0.59,0.58,74.77,8.06,0.64,1.49,127.76
24.25,92.75,2010,2,76.9,15.43,8.95,0.0,0.57,0.57,70.28,7.44,0.51,1.38,127.81
24.75,87.75,2010,2,60.66,12.86,6.14,0.0,0.55,0.54,65.97,5.9,2.09,2.83,331.25
24.75,88.25,2010,2,68.02,13.08,7.71,0.0,0.58,0.55,71.77,6.52,2.2,3.01,330.88
