-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS10M_MIN              MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_PAR_TOT,T2M,T2MDEW,PRECTOTCORR,GWETTOP,GWETROOT,RH2M,QV2M,WS10M_MIN,WS10M,WD2M
20.75,87.75,2013,1,78.91,22.44,13.52,0.0,1.0,-999.0,57.1,9.58,0.51,2.11,190.02
20.75,88.25,2013,1,80.04,22.48,13.26,0.0,1.0,-999.0,55.99,9.42,0.44,2.42,269.42
20.75,88.75,2013,1,80.04,22.43,13.38,0.0,1.0,-999.0,56.56,9.49,0.96,2.83,314.62
20.75,89.25,2013,1,82.37,22.44,13.34,0.0,1.0,-999.0,56.41,9.47,1.51,3.11,325.2
20.75,89.75,2013,1,82.37,22.46,13.24,0.0,1.0,-999.0,55.94,9.41,1.97,3.36,328.22
20.75,90.25,2013,1,82.13,22.43,13.09,0.0,1.0,-999.0,55.46,9.32,2.39,3.62,330.47
20.75,90.75,2013,1,82.13,22.36,13.09,0.0,1.0,-999.0,55.66,9.32,2.93,4.08,334.35
20.75,91.25,2013,1,83.26,22.31,13.59,0.0,1.0,-999.0,57.69,9.61,3.84,4.98,337.88
20.75,91.75,2013,1,83.26,22.14,14.23,0.0,0.75,-999.0,60.84,10.03,4.28,5.45,338.35
20.75,92.25,2013,1,89.37,20.48,12.81,0.0,0.56,0.52,63.28,9.29,3.16,4.15,316.21
20.75,92.75,2013,1,89.37,18.78,9.49,0.0,0.45,0.51,59.71,7.71,1.91,2.76,289.08
21.25,87.75,2013,1,73.68,20.98,12.55,0.0,0.9,-999.0,59.11,9.0,0.48,2.26,202.04
21.25,88.25,2013,1,73.24,21.31,12.38,0.0,0.9,-999.0,57.09,8.88,0.64,2.36,300.09
21.25,88.75,2013,1,73.24,21.23,12.61,0.0,0.89,-999.0,58.34,9.0,1.42,2.68,320.97
21.25,89.25,2013,1,76.3,21.55,12.55,0.0,0.87,-999.0,56.79,9.0,1.74,2.93,317.82
21.25,89.75,2013,1,76.3,21.82,12.38,0.0,0.86,-999.0,55.06,8.89,2.04,3.1,316.94
21.25,90.25,2013,1,76.25,21.9,12.27,0.0,0.9,-999.0,54.32,8.82,2.11,3.22,320.99
21.25,90.75,2013,1,76.25,21.82,12.48,0.0,0.97,-999.0,55.33,8.94,2.26,3.55,328.4
21.25,91.25,2013,1,82.93,21.81,13.31,0.0,1.0,-999.0,58.41,9.43,3.29,4.57,333.38
21.25,91.75,2013,1,82.93,21.1,13.36,0.0,0.6,-999.0,61.38,9.5,3.54,4.54,298.12
21.25,92.25,2013,1,84.15,18.54,10.82,0.0,0.47,0.49,63.57,8.22,1.88,2.7,252.39
21.25,92.75,2013,1,84.15,16.78,6.89,0.0,0.44,0.48,58.22,6.54,0.68,1.51,224.34
21.75,87.75,2013,1,73.68,18.75,11.25,0.0,0.71,0.65,63.64,8.26,0.73,2.23,224.15
21.75,88.25,2013,1,73.24,19.33,11.06,0.0,0.73,0.7,60.39,8.15,0.94,2.29,316.54
21.75,88.75,2013,1,73.24,19.25,11.24,0.0,0.7,0.68,61.72,8.27,1.57,2.44,313.56
21.75,89.25,2013,1,76.3,19.76,11.05,0.0,0.68,0.66,58.82,8.2,1.49,2.43,313.69
21.75,89.75,2013,1,76.3,20.11,10.81,0.0,0.66,0.66,56.37,8.05,1.5,2.49,313.08
21.75,90.25,2013,1,76.25,20.28,11.14,0.0,0.71,0.66,56.74,8.21,1.37,2.58,318.26
21.75,90.75,2013,1,76.25,20.45,12.1,0.0,0.78,-999.0,59.43,8.72,1.5,2.9,326.73
21.75,91.25,2013,1,82.93,20.93,13.14,0.0,0.76,-999.0,61.03,9.31,2.82,3.94,327.0
21.75,91.75,2013,1,82.93,19.72,12.6,0.0,0.59,-999.0,63.83,9.04,2.51,3.52,244.25
21.75,92.25,2013,1,84.15,17.48,9.88,0.0,0.5,0.51,63.67,7.75,1.3,2.16,206.37
21.75,92.75,2013,1,84.15,15.89,5.84,0.0,0.45,0.48,57.38,6.17,0.55,1.37,195.46
22.25,87.75,2013,1,75.23,16.82,9.96,0.0,0.61,0.6,66.69,7.6,0.84,2.05,259.78
22.25,88.25,2013,1,76.01,17.32,9.71,0.0,0.62,0.64,63.63,7.46,1.1,2.2,320.48
22.25,88.75,2013,1,76.01,17.56,9.58,0.0,0.61,0.64,62.66,7.42,1.54,2.25,311.62
22.25,89.25,2013,1,78.26,18.03,9.34,0.0,0.61,0.63,59.98,7.29,1.33,2.06,320.9
22.25,89.75,2013,1,78.26,18.11,9.29,0.0,0.6,0.62,58.94,7.26,1.08,2.04,322.06
22.25,90.25,2013,1,75.77,18.21,10.04,0.0,0.6,0.61,60.84,7.64,0.93,2.13,324.13
22.25,90.75,2013,1,75.77,18.63,11.5,0.0,0.59,0.59,64.46,8.4,1.21,2.44,319.01
22.25,91.25,2013,1,84.28,19.53,12.88,0.0,0.51,0.54,66.06,9.16,2.48,3.29,281.44
22.25,91.75,2013,1,84.28,18.39,12.01,0.0,0.53,0.54,67.59,8.69,1.68,2.71,219.44
22.25,92.25,2013,1,84.55,17.3,9.58,0.0,0.5,0.5,63.28,7.59,0.96,1.89,202.36
22.25,92.75,2013,1,84.55,15.94,5.51,0.0,0.45,0.48,55.71,6.12,0.6,1.36,188.64
22.75,87.75,2013,1,75.23,15.98,9.27,0.0,0.58,0.56,66.91,7.28,0.83,1.93,303.21
22.75,88.25,2013,1,76.01,16.3,9.02,0.0,0.56,0.56,64.83,7.14,1.41,2.19,324.76
22.75,88.75,2013,1,76.01,16.8,8.77,0.0,0.56,0.59,62.28,7.02,1.66,2.3,321.94
22.75,89.25,2013,1,78.26,17.24,8.65,0.0,0.56,0.6,60.26,6.95,1.45,2.17,328.76
22.75,89.75,2013,1,78.26,17.33,8.82,0.0,0.55,0.58,59.86,7.04,1.28,2.08,328.26
22.75,90.25,2013,1,75.77,17.42,9.55,0.0,0.55,0.57,61.75,7.4,1.21,2.04,312.83
